"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"1153","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01700656","Sample-Routine","Water","Surface Water",2017-04-25,"12:45:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",63.6,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-05-23,NA,NA,NA,NA,NA,"NWIS",2017-04-25 16:45:00,NA
"1154","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01700657","Sample-Routine","Water","Surface Water",2017-04-25,"11:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",113,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-05-23,"sample was diluted",NA,NA,NA,NA,"NWIS",2017-04-25 15:00:00,NA
"1155","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01701310","Sample-Routine","Water","Surface Water",2017-08-31,"13:45:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",141,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-09-20,"sample was diluted",NA,NA,NA,NA,"NWIS",2017-08-31 17:45:00,NA
"1156","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01701311","Sample-Routine","Water","Surface Water",2017-08-31,"12:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",92.8,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-09-20,NA,NA,NA,NA,NA,"NWIS",2017-08-31 16:00:00,NA
"1157","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800139","Sample-Routine","Water","Surface Water",2017-11-06,"13:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01115114",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle",NA,"Chloride","Dissolved",58.2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-01,NA,NA,NA,NA,NA,"NWIS",2017-11-06 18:45:00,NA
"1158","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800142","Sample-Routine","Water","Surface Water",2017-11-15,"11:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01115280",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle",NA,"Chloride","Dissolved",47.6,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-01,NA,NA,NA,NA,NA,"NWIS",2017-11-15 16:30:00,NA
"1159","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800164","Sample-Routine","Water","Surface Water",2017-11-27,"14:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895","L-3340068 Updated SID from 0113895 per K. Campo. JPC 12/19/17",NA,"Falling stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",87.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-07,NA,NA,NA,NA,NA,"NWIS",2017-11-27 19:30:00,NA
"1160","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800138","Sample-Routine","Water","Surface Water",2017-11-08,"12:20:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01115265",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle",NA,"Chloride","Dissolved",28.3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-01,NA,NA,NA,NA,NA,"NWIS",2017-11-08 17:20:00,NA
"1161","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800068","Sample-Routine","Water","Surface Water",2017-10-26,"14:10:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Rising stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","US DH-95 Teflon bottle",NA,"Chloride","Dissolved",29.5,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-11-09,NA,NA,NA,NA,NA,"NWIS",2017-10-26 18:10:00,NA
"1162","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800051","Sample-Routine","Water","Surface Water",2017-10-24,"14:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",100,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-11-03,"sample was diluted",NA,NA,NA,NA,"NWIS",2017-10-24 18:30:00,NA
"1163","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800151","Sample-Routine","Water","Surface Water",2017-11-27,"11:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500","L-3320057 Updated SpCond value from 99 per T. Wood. JPC 11/28/17",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 plastic bottle",NA,"Chloride","Dissolved",21,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-06,NA,NA,NA,NA,NA,"NWIS",2017-11-27 16:00:00,NA
"1164","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800067","Sample-Routine","Water","Surface Water",2017-10-30,"12:25:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Chloride","Dissolved",59.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-11-09,"sample was diluted",NA,NA,NA,NA,"NWIS",2017-10-30 16:25:00,NA
"1165","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800130","Sample-Routine","Water","Surface Water",2017-11-14,"13:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01115276",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle",NA,"Chloride","Dissolved",25.3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-01,NA,NA,NA,NA,NA,"NWIS",2017-11-14 18:00:00,NA
"1166","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800131","Sample-Routine","Water","Surface Water",2017-11-14,"11:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01115275",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle",NA,"Chloride","Dissolved",61.9,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-01,NA,NA,NA,NA,NA,"NWIS",2017-11-14 16:30:00,NA
"1167","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800132","Sample-Routine","Water","Surface Water",2017-11-13,"13:10:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01115183",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle",NA,"Chloride","Dissolved",46.3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-01,NA,NA,NA,NA,NA,"NWIS",2017-11-13 18:10:00,NA
"1168","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800144","Sample-Routine","Water","Surface Water",2017-11-15,"09:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01115170",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle",NA,"Chloride","Dissolved",62.6,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-01,NA,NA,NA,NA,NA,"NWIS",2017-11-15 14:30:00,NA
"1169","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01800162","Sample-Routine","Water","Surface Water",2017-11-28,"11:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",87.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-07,NA,NA,NA,NA,NA,"NWIS",2017-11-28 16:00:00,NA
"1170","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01700787","Sample-Routine","Water","Surface Water",2017-06-01,"11:40:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111500","L-1570028 Use more ice",NA,"Falling stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","US DH-81",NA,"Chloride","Dissolved",29.9,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-06-14,NA,NA,NA,NA,NA,"NWIS",2017-06-01 15:40:00,NA
"1171","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01700788","Sample-Routine","Water","Surface Water",2017-05-31,"13:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617","L-1570034 Use more ice",NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",59.3,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-06-14,NA,NA,NA,NA,NA,"NWIS",2017-05-31 17:30:00,NA
"1172","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.01700786","Sample-Routine","Water","Surface Water",2017-06-01,"13:20:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895","L-1570029 Use more ice",NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",96.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-06-14,"sample was diluted",NA,NA,NA,NA,"NWIS",2017-06-01 17:20:00,NA
"1173","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98902135","Sample-Routine","Water","Surface Water",1989-08-22,"14:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-415332071335300",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-08-22 18:30:00,NA
"1174","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98902186","Sample-Routine","Water","Surface Water",1989-08-31,"10:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-415446071444000",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-08-31 14:30:00,NA
"1175","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98902196","Sample-Routine","Water","Groundwater",1989-08-08,"14:26:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-410917071335601",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",23,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-08-08 18:26:00,NA
"1176","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98902197","Sample-Routine","Water","Groundwater",1989-08-08,"13:31:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-410924071335601",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",24,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-08-08 17:31:00,NA
"1177","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98902426","Sample-Routine","Water","Groundwater",1989-09-18,"11:32:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-412836071363001","NO2+3 RR=24",NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",28,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-09-18 15:32:00,NA
"1178","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98902427","Sample-Routine","Water","Groundwater",1989-09-18,"10:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-412844071365501",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",10,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-09-18 14:00:00,NA
"1179","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99000131","Sample-Routine","Water","Surface Water",1989-11-01,"09:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-415245071350600",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",13,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-11-01 14:30:00,NA
"1180","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98901764","Sample-Routine","Water","Groundwater",1989-07-26,"15:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-410955071325901",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-07-26 19:15:00,NA
"1181","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98901765","Sample-Routine","Water","Groundwater",1989-07-25,"11:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-411043071341301",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",30,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-07-25 15:30:00,NA
"1182","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98901767","Sample-Routine","Water","Groundwater",1989-07-26,"16:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-410932071325802",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",22,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-07-26 20:15:00,NA
"1183","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98901769","Sample-Routine","Water","Surface Water",1989-07-20,"10:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01117424",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-07-20 14:30:00,NA
"1184","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.98901773","Sample-Routine","Water","Surface Water",1989-07-25,"09:45:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111460",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-07-25 13:45:00,NA
"1185","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99000132","Sample-Routine","Water","Surface Water",1989-11-01,"12:15:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-415752071355000",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7.1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-11-01 17:15:00,NA
"1186","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.99000135","Sample-Routine","Water","Surface Water",1989-11-03,"11:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-415332071335300",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",NA,NA,NA,NA,NA,NA,NA,"NWIS",1989-11-03 16:00:00,NA
