OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200754,200754-SYMMES CREEK DST COAL BRANCH @ SYMMES CREEK RD.,River/Stream,,05090101,,,,,38.8181,-82.4647,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,053,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201069,201069-MCKEES CREEK S OF BELLEFONTAINE @ CO. RD. 1 (LUDLOW RD.),River/Stream,,05080001,,,,,40.3342,-83.7444,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,091,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201075,201075-LORAMIE CREEK AT NEWPORT @ ST. RT. 66,River/Stream,,05080001,,,,,40.2931,-84.3725,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,149,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201082,201082-MUCHINIPPI CREEK NW OF LAKEVIEW @ CO. RD. 87,River/Stream,,05080001,,,,,40.4994,-83.9806,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,091,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201083,"201083-MUCHINIPPI CREEK AT NEW HAMPSHIRE, UPST. U.S. RT. 33",River/Stream,,05080001,,,,,40.5578,-83.9592,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,011,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201089,"201089-PORTAGE R. AT WOODVILLE, UPST. LUEKE AVE, AT RAMP IN PARK",River/Stream,,04100010,,,,,41.4482,-83.3679,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201092,201092-SUGAR CREEK W OF HELENA @ U.S. RT. 6,River/Stream,,04100010,,,,,41.3408,-83.37,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201093,201093-N. BR. PORTAGE R. @ BOWLING GREEN WWTP MIXING ZONE,River/Stream,,04100010,,,,,41.3848,-83.5697,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201099,201099-M. BR. PORTAGE R. AT RUDOLPH @ RUDOLPH RD.,River/Stream,,04100010,,,,,41.2958,-83.6694,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201101,"201101-TRIB. TO BULL CREEK (9.02) W OF BLOOMDALE, DST. FAST RD.",River/Stream,,04100010,,,,,41.1767,-83.5883,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201105,201105-TRIB. TO ROCKY FORD CREEK (10.75) @ CR 139 (DST FENBURG #2),River/Stream,This trib is labeled Fenburg #1.  Sampling point at CR 139 is dst Fenburg #2 trib.,04100010,,,,,41.1603,-83.7081,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,063,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201106,201106-TRIB. TO ROCKY FORD CREEK (10.75/1.99) ADJ CO. RD. 139,River/Stream,This trib is labeled Fenburg #2 and is tributary to Fenburg #1,04100010,,,,,41.1339,-83.7083,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,063,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201108,201108-NEEDLES CREEK @ SAND ROAD WILDLIFE AREA,River/Stream,,04100010,,,,,41.1756,-83.8153,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201109,201109-RADER CREEK NEAR MOUTH @ CYGNET RD.,River/Stream,,04100010,,,,,41.240837,-83.736822,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201111,201111-WOLF CREEK E OF OREGON @ STADIUM RD.,River/Stream,,04100010,,,,,41.648589,-83.40361,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,095,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201118,"201118-HENRY CREEK AT MILLBURY, NEAR MOUTH (BRADNER RD.)",River/Stream,,04100010,,,,,41.5644,-83.4317,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201124,201124-N. BR. TURTLE CREEK SE OF WILLISTON @ OPFER-LENTZ RD.,River/Stream,,04100010,,,,,41.5792,-83.32,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,123,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201144,201144-WOLF CREEK/WILLIAMS DITCH W OF RENO BEACH @ YONDOTA RD.,River/Stream,,04100010,,,,,41.667728,-83.312481,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,095,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201175,201175-RACCOON CREEK NEAR HAZELTON CORNERS @ ST. RT. 310,River/Stream,,05040006,,,,,40.1158,-82.6608,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201176,201176-RACCOON CREEK AT JOHNSTOWN @ U.S. RT. 62,River/Stream,,05040006,,,,,40.1483,-82.6989,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201206,201206-VANCE CREEK NW OF UTICA @ CO. RD. 29 (BERGER RD),River/Stream,,05040006,,,,,40.2669,-82.4979,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,083,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201245,201245-BUSKIRK CREEK @ CROWNOVER MILL RD.,River/Stream,,05060002,,,,,39.628162,-83.161611,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,129,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201247,201247-BUSKIRK CREEK AT FIVE POINTS @ FIVE POINTS RD.,River/Stream,,05060002,,,,,39.675662,-83.182712,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,129,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201249,201249-DUFFS FORK N OF PANCOASTBURG @ ST. RT. 207,River/Stream,,05060002,,,,,39.656461,-83.271615,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,047,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201250,201250-OPOSSUM RUN NW OF DERBY @ MANTLE RD.,River/Stream,,05060002,,,,,39.798161,-83.236614,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,129,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201251,"201251-SUGAR RUN NW OF MT. STERLING, UPST. U.S. RT. 56",River/Stream,,05060002,,,,,39.752261,-83.294616,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,097,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201252,201252-MUD RUN W OF MT. STERLING @ BRAGG RD.,River/Stream,,05060002,,,,,39.727161,-83.337216,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,097,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201253,"201253-BRADFORD CREEK NW OF MT. STERLING, UPST. I-71",River/Stream,,05060002,,,,,39.748661,-83.325216,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,097,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201294,201294-S. BR. WOLF CREEK SW OF WATERTOWN @ CO. RD. 2,River/Stream,,05040004,,,,,39.423641,-81.612319,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201295,201295-SOUTHWEST FORK SW OF WATERTOWN @ MOUTH,River/Stream,,05040004,,,,,39.426044,-81.68824,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201296,201296-SOUTHWEST FORK SW OF WATERTOWN @ SMITH RD./TWP. RD. 288,River/Stream,,05040004,,,,,39.426044,-81.68824,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201297,201297-S. FK. S. BR. WOLF CREEK S OF WATERTOWN @ TWP. RD. 261,River/Stream,,05040004,,,,,39.432868,-81.646728,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201298,201298-HALFWAY RUN SE OF WATERTOWN @ CO. RD. 459,River/Stream,,05040004,,,,,39.426974,-81.572648,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201302,"201302-W. BR. WOLF CREEK SW OF BEVERLY, 600 M UPST ST. RT. 377",River/Stream,The site was formerly impounded.  A lowhead dam is was removed in 2006.,05040004,,,,,39.5027,-81.864334,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201304,201304-W. BR. WOLF CREEK SW OF MCCONNELSVILLE @ CO. RD. 16,River/Stream,,05040004,,,,,39.609272,-81.927345,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201305,201305-TRIB. TO W. BR. WOLF CREEK (33.33) @ TWP. RD. 104,River/Stream,,05040004,,,,,39.562023,-81.928764,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201306,201306-COAL RUN N OF PATTEN MILLS @ TWP. RD. 203,River/Stream,,05040004,,,,,39.471965,-81.78955,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201307,201307-COAL RUN SE OF CHESTERHILL @ ST. RT. 555,River/Stream,,05040004,,,,,39.45972,-81.823081,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201309,"201309-ALDRIDGE RUN S OF STOCKPORT, DST. TWP. RD. 466",River/Stream,,05040004,,,,,39.483978,-81.792671,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201310,"201310-GOSHEN RUN SW OF STOCKPORT AT MOUTH, ADJ. CO. RD. 73",River/Stream,,05040004,,,,,39.512947,-81.862663,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201311,"201311-L. WOLF CREEK SW OF PENNSVILLE, DST. CO. RD. 13",River/Stream,,05040004,,,,,39.566799,-81.872596,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201332,201332-MUSKELLUNGE CREEK NEAR FREMONT @ SPIELDENNER RD.,River/Stream,,04100011,,,,,41.356952,-83.15962,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201336,201336-WOLF CREEK 0.2 MI. UPST. CO. RD. 592,River/Stream,WATER QUALITY SAMPLED AT CR 592,04100011,,,,,41.178954,-83.330724,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,147,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201338,201338-E. BR. WOLF CREEK SW OF FORT SENECA @ TWP. RD. 150,River/Stream,,04100011,,,,,41.196754,-83.18382,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,147,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201372,201372-RED RUN NEAR MOUTH @ HENRY COOPER RD.,River/Stream,,04100011,,,,,40.892857,-82.868206,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,033,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201377,201377-S.FK. LOSS CREEK (TRIB. @ RM 2.98) AT MOUTH @ LOSS CREEK RD.,River/Stream,,04100011,,,,,40.850796,-82.792609,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,033,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201385,201385-LITTLE PICKEREL CREEK @ YETTER RD.,River/Stream,ALP on Little Pickerel Ck at Yetter Rd.,04100011,,,,,41.409398,-82.882491,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201439,201439-GRAVE CREEK AT MARION @ OSU MARION CAMPUS,River/Stream,,05060001,,,,,40.577559,-83.087712,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,101,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201502,"201502-W. FK. L. BEAVER CREEK AT WEST POINT, UPST. ROAD",River/Stream,,05030101,,,,,40.706962,-80.701698,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,029,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201512,201512-MUNN RUN AT EDEN PARK @ HINKLEY HOLLOW RD.,River/Stream,,05090103,,,,,38.775076,-82.941795,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,145,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201589,201589-E. BR. BLACK R. SE OF LAGRANGE @ FOSTER RD. (CO. RD. 63),River/Stream,JED fixed wrong lat/long in 4/2014 and revised road name to above. Was originally referred to as Short Rd.,04110001,,,,,41.189456,-82.097761,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201591,201591-E. BR. BLACK R. W OF SPENCER LAKE @ RIVER CORNERS RD.,River/Stream,,04110001,,,,,41.108564,-82.094298,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,103,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201599,201599-TRIB. TO E. BR. BLACK R. (RM 28.65) @ FOSTER RD.,River/Stream,,04110001,,,,,41.15706,-82.0895,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201602,201602-CROW CREEK NE OF PENFIELD @ VERMONT RD.,River/Stream,,04110001,,,,,41.1864,-82.0818,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201607,"201607-W. FK. E. BR. BLACK R. W OF LODI, DST. ST. RT. 421 AND RR",River/Stream,,04110001,,,,,41.0275,-82.0412,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,103,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201609,201609-W. FK. E. BR. BLACK R. AT HOMER @ ST. RT. 301,River/Stream,,04110001,,,,,41.038612,-82.126017,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,103,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201615,201615-CLEAR CREEK SW OF LODI @ PAWNEE RD.,River/Stream,,04110001,,,,,41.01438,-82.0779,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,103,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201619,201619-W. BR. BLACK R. @ METROPARKS EQUESTRIAN AREA,River/Stream,,04110001,,,,,41.29502,-82.1486,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201620,201620-W. BR. BLACK R. E OF PITTSFIELD @ ST. RT. 303,River/Stream,,04110001,,,,,41.2372,-82.1985,10000,,,Interpolation-Map,NAD83,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201624,201624-W. BR. BLACK R. @ ST. RT. 511 (LOWER CROSSING),River/Stream,,04110001,,,,,41.15451,-82.3102,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201627,201627-W. BR. BLACK R. @ STEWART RD.,River/Stream,,04110001,,,,,41.08612,-82.3199,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201629,201629-KELLNER DITCH E OF OBERLIN @ PARSONS RD.,River/Stream,,04110001,,,,,41.27468,-82.13218,,,,Interpolation-Satellite,NAD83,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201630,201630-WELLINGTON CREEK NEAR MOUTH @ NICKEL PLATE RD.,River/Stream,,04110001,,,,,41.26524,-82.1683,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201632,201632-WELLINGTON CREEK NE OF WELLINGTON @ WEBSTER RD.,River/Stream,,04110001,,,,,41.19984,-82.1768,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201633,201633-WELLINGTON CREEK @ BURSLEY RD.,River/Stream,,04110001,,,,,41.11618,-82.2095,10000,,,Interpolation-Map,NAD83,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201634,201634-CHARLEMONT CREEK W OF WELLINGTON @ PITTS RD.,River/Stream,,04110001,,,,,41.17492,-82.2426,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201651,201651-HOCKING R. AT LANCASTER @ SIXTH AVE.,River/Stream,,05030204,,,,,39.72,-82.61,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,045,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201652,201652-HOCKING R. JUST W OF LANCASTER @ ETY RD.,River/Stream,,05030204,,,,,39.7361,-82.6442,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,045,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201821,201821-GRIGGS RESERVOIR L-1,Lake,,05060001,,,,,40.0167,-83.0947,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,049,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201831,201831-SCIOTO R. SE OF NEW BLOOMINGTON @ WTP AT REFUGE,River/Stream,,05060001,,,,,40.5694,-83.2844,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,101,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201834,"201834-SCIOTO R. SE OF MCGUFFEY, UPST. CO. RD. 130",River/Stream,,05060001,,,,,40.6358,-83.8078,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,065,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201838,201838-MAUMEE R. AT TOLEDO @ ANTHONY WAYNE BRIDGE,River/Stream,,04100009,,,,,41.6389,-83.5344,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,095,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201851,"201851-MAUMEE R. E OF NAPOLEON, DST. ST. RT. 6",River/Stream,,04100009,,,,,41.4097,-84.0586,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,069,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201856,"201856-MAUMEE R. E OF FLORIDA, DST. WADE CREEK",Riverine Impoundment,,04100009,,,,,41.3306,-84.1533,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,069,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201859,"201859-MAUMEE R. E OF DEFIANCE, DST. INDEPENDENCE DAM",River/Stream,,04100009,,,,,41.2908,-84.2761,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,039,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201868,201868-MAUMEE R. AT ANTWERP @ ANTWERP CITY PARK,River/Stream,,04100005,,,,,41.1839,-84.7325,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,125,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201879,"201879-GREAT MIAMI R. DST. FAIRFIELD WWTP, DST. PLEASANT RUN",River/Stream,,05080002,,,,,39.3403,-84.5928,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,017,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201881,201881-GREAT MIAMI R. 1.2 MI. UPST. FAIRFIELD WWTP,River/Stream,,05080002,,,,,39.3558,-84.5869,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,017,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201883,"201883-GREAT MIAMI R. JUST N OF HAMILTON, DST. FOURMILE CREEK",River/Stream,,05080002,,,,,39.4189,-84.5497,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,017,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201886,201886-GREAT MIAMI R. UPST. 0.4 MI. UPST. LIBERTY-FAIRFIELD RD.,River/Stream,This site is upstream of the Miller Brewery discharge (RM 43.46),05080002,,,,,39.4319,-84.4706,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,017,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201888,"201888-GREAT MIAMI R. UPST. LESOURDSVILLE WWTP, DST. DICKS CREEK",River/Stream,,05080002,,,,,39.4558,-84.4317,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,017,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201902,"201902-GREAT MIAMI R. AT WEST CARROLLTON, UPST WWTP, DST OWL CREEK",River/Stream,,05080002,,,,,39.6675,-84.2661,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,113,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201922,201922-GREAT MIAMI R. JUST DST. SWIFT RUN LAKE OUTLET STREAM,River/Stream,,05080001,,,,,40.1736,-84.2572,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,109,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201927,"201927-PIEDMONT LAKE, L-1",Lake,,05040001,,,,,40.1903,-81.2133,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,067,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201930,"201930-TAPPAN LAKE, L-1",Lake,,05040001,,,,,40.3558,-81.2264,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,067,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201931,"201931-TAPPAN LAKE, L-2",Lake,,05040001,,,,,40.3308,-81.1814,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,067,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201932,"201932-CLENDENING LAKE, L-1",Lake,,05040001,,,,,40.2694,-81.2767,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,067,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203077,"203077-HARGUS LAKE, L-1",Lake,,05060002,,,,,39.6267,-82.8858,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,129,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203078,"203078-LAKE WHITE RESERVOIR, L-1",Lake,,05060002,,,,,39.1047,-83.0111,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,131,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203089,203089-MCDONALD CREEK S OF LARUE @ ST. RT. 37,River/Stream,,05060001,,,,,40.5581,-83.3808,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,101,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203100,203100-BOKES CREEK E OF YORK CENTER @ BITLER RD.,River/Stream,,05060001,,,,,40.4081,-83.4275,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,159,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203120,"203120-SMITH RUN NW OF WARRENSBURG, UPST. BRINDLE RD.",River/Stream,,05060001,,,,,40.3219,-83.2025,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,041,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203138,203138-RAY LEWIS TRIB. TO MILL CREEK (18.40) @ MOUTH,River/Stream,,05060001,,,,,40.2406,-83.3572,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,159,,,,,,,,,STORET
