"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"2690","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204958","Sample-Routine","Water","Groundwater",1981-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-434022070384001",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2691","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204964","Sample-Routine","Water","Groundwater",1981-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-433232070395801",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2692","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300111","Sample-Routine","Water","Surface Water",1983-04-04,"13:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01017100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-04-04 18:45:00,NA
"2693","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300136","Sample-Routine","Water","Surface Water",1983-04-04,"19:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01021050",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-04-05 00:30:00,NA
"2694","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300137","Sample-Routine","Water","Surface Water",1983-08-17,"09:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01021050",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-08-17 13:00:00,NA
"2695","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300086","Sample-Routine","Water","Surface Water",1982-11-23,"10:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-Atlanta Central Laboratory, GA","USGS-01015000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-11-23 15:00:00,NA
"2696","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204953","Sample-Routine","Water","Groundwater",1981-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-433934070432001",NA,"Till","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2697","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300152","Sample-Routine","Water","Surface Water",1983-02-07,"12:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01022500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-02-07 17:30:00,NA
"2698","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204954","Sample-Routine","Water","Groundwater",1981-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-434440070381501",NA,"Ice-Contact Deposits, Pleistocene","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2699","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204960","Sample-Routine","Water","Groundwater",1981-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-433418070383701",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",35,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2700","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204961","Sample-Routine","Water","Groundwater",1981-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-433400070374501",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",23,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2701","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204968","Sample-Routine","Water","Groundwater",1981-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-432504070423601",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2702","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300157","Sample-Routine","Water","Surface Water",1983-06-21,"18:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01022500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-06-21 22:00:00,NA
"2703","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204969","Sample-Routine","Water","Groundwater",1981-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-432416070374701",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3,"mg/l",NA,"Historical",NA,"Estimated",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2704","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204971","Sample-Routine","Water","Groundwater",1981-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-432340070375001",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2705","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300158","Sample-Routine","Water","Surface Water",1983-08-17,"13:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01022500",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-08-17 17:30:00,NA
"2706","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204973","Sample-Routine","Water","Groundwater",1981-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-433742070494901",NA,"Till","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2707","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300135","Sample-Routine","Water","Surface Water",1983-02-07,"18:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01021050",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",8.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-02-07 23:45:00,NA
"2708","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300149","Sample-Routine","Water","Surface Water",1982-10-25,"13:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-Atlanta Central Laboratory, GA","USGS-01022500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-10-25 17:00:00,NA
"2709","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300150","Sample-Routine","Water","Surface Water",1982-12-14,"16:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01022500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-12-14 21:30:00,NA
"2710","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300193","Sample-Routine","Water","Surface Water",1983-08-23,"12:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01036390",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-08-23 16:30:00,NA
"2711","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300087","Sample-Routine","Water","Surface Water",1982-12-13,"16:00:00","EST",NA,NA,NA,90,"feet",NA,NA,NA,NA,NA,NA,"USGS-Atlanta Central Laboratory, GA","USGS-01015000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-12-13 21:00:00,NA
"2712","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300698","Sample-Routine","Water","Surface Water",1983-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01049265",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"2713","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300785","Sample-Routine","Water","Surface Water",1982-11-02,"11:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-11-02 16:30:00,NA
"2714","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300841","Sample-Routine","Water","Surface Water",1982-11-03,"10:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",23,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-11-03 15:30:00,NA
"2715","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300842","Sample-Routine","Water","Surface Water",1982-12-21,"13:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",18,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-12-21 18:30:00,NA
"2716","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300109","Sample-Routine","Water","Surface Water",1982-11-23,"12:15:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01017100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-11-23 17:15:00,NA
"2717","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300154","Sample-Routine","Water","Surface Water",1983-04-05,"08:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01022500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-04-05 13:45:00,NA
"2718","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300791","Sample-Routine","Water","Surface Water",1983-08-30,"14:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01054200",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-08-30 18:00:00,NA
"2719","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300843","Sample-Routine","Water","Surface Water",1983-03-30,"11:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-03-30 16:30:00,NA
"2720","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300844","Sample-Routine","Water","Surface Water",1983-05-16,"13:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01059400",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5.3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-05-16 17:00:00,NA
"2721","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300861","Sample-Routine","Water","Surface Water",1983-06-27,"16:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01064140",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",11,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-06-27 20:30:00,NA
"2722","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300898","Sample-Routine","Water","Surface Water",1982-11-02,"14:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01066000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-11-02 19:30:00,NA
"2723","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300899","Sample-Routine","Water","Surface Water",1982-12-20,"15:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01066000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-12-20 20:00:00,NA
"2724","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300857","Sample-Routine","Water","Surface Water",1982-12-21,"11:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01064140",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",13,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-12-21 16:00:00,NA
"2725","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300858","Sample-Routine","Water","Surface Water",1983-03-29,"10:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01064140",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-03-29 15:00:00,NA
"2726","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300859","Sample-Routine","Water","Surface Water",1983-05-16,"15:30:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Maine Laboratory, Orono, ME","USGS-01064140","P00027 changed from 82300 Invalid to 82301 for NWIS 4.6  upgrade. 9-29-06",NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",10,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-05-16 19:30:00,NA
"2727","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300900","Sample-Routine","Water","Surface Water",1983-03-24,"15:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01066000",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-03-24 20:00:00,NA
"2728","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300901","Sample-Routine","Water","Surface Water",1983-05-17,"15:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01066000",NA,NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-05-17 19:00:00,NA
"2729","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300695","Sample-Routine","Water","Surface Water",1983-01-18,"13:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01049265",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-01-18 18:30:00,NA
"2730","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300856","Sample-Routine","Water","Surface Water",1982-11-03,"14:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01064140",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",13,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1982-11-03 19:00:00,NA
"2731","USGS-ME","USGS Maine Water Science Center","nwisma.01.98300864","Sample-Routine","Water","Surface Water",1983-08-31,"16:00:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01064140",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1983-08-31 20:00:00,NA
"2732","USGS-ME","USGS Maine Water Science Center","nwisma.01.98204962","Sample-Routine","Water","Groundwater",1981-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-433122070360001",NA,"Outwash","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
